along_m,lateral_m,expected_area_m2,no_signal
596.5,-296.6666666666667,213.48863,0.0
600.0,-296.6666666666667,215.98517,0.0
-100.0,-293.3333333333333,217.4332,0.0
-96.5,-293.3333333333333,214.87566,0.0
-93.0,-293.3333333333333,212.34427,0.0
-89.5,-293.3333333333333,209.83902,0.0
-86.0,-293.3333333333333,207.35982,0.0
-82.5,-293.3333333333333,204.90671,0.0
-79.0,-293.3333333333333,202.47969,0.0
-75.5,-293.3333333333333,200.0787,0.0
-72.0,-293.3333333333333,197.70374,0.0
-68.5,-293.3333333333333,195.3549,0.0
-65.0,-293.3333333333333,193.03201,0.0
-61.5,-293.3333333333333,190.73509,0.0
-58.0,-293.3333333333333,188.46425,0.0
-54.5,-293.3333333333333,186.21931,0.0
-51.0,-293.3333333333333,184.00038,0.0
-47.5,-293.3333333333333,181.80743,0.0
-44.0,-293.3333333333333,179.64038,0.0
-40.5,-293.3333333333333,177.49919,0.0
-37.0,-293.3333333333333,175.38397,0.0
-33.5,-293.3333333333333,173.29465,0.0
-30.0,-293.3333333333333,171.23119,0.0
-26.5,-293.3333333333333,169.19366,0.0
-23.0,-293.3333333333333,167.182,0.0
-19.5,-293.3333333333333,165.19623,0.0
-16.0,-293.3333333333333,163.23631,0.0
-12.5,-293.3333333333333,161.30222,0.0
-9.0,-293.3333333333333,159.39397,0.0
-5.5,-293.3333333333333,157.51157,0.0
-2.0,-293.3333333333333,155.6549,0.0
1.5,-293.3333333333333,153.82411,0.0
5.0,-293.3333333333333,152.0191,0.0
8.5,-293.3333333333333,150.23985,0.0
12.0,-293.3333333333333,148.48639,0.0
15.5,-293.3333333333333,146.75876,0.0
19.0,-293.3333333333333,145.0568,0.0
22.5,-293.3333333333333,143.38062,0.0
26.0,-293.3333333333333,141.7302,0.0
29.5,-293.3333333333333,140.1055,0.0
33.0,-293.3333333333333,138.50656,0.0
36.5,-293.3333333333333,136.9333,0.0
40.0,-293.3333333333333,135.38577,0.0
43.5,-293.3333333333333,133.86392,0.0
47.0,-293.3333333333333,132.36781,0.0
50.5,-293.3333333333333,130.89737,0.0
54.0,-293.3333333333333,129.45259,0.0
57.5,-293.3333333333333,128.03351,0.0
61.0,-293.3333333333333,126.64011,0.0
64.5,-293.3333333333333,125.27237,0.0
68.0,-293.3333333333333,123.93032,0.0
71.5,-293.3333333333333,122.61391,0.0
75.0,-293.3333333333333,121.323166,0.0
78.5,-293.3333333333333,120.05796,0.0
82.0,-293.3333333333333,118.81842,0.0
85.5,-293.3333333333333,117.60449,0.0
89.0,-293.3333333333333,116.41625,0.0
92.5,-293.3333333333333,115.25363,0.0
96.0,-293.3333333333333,114.11658,0.0
99.5,-293.3333333333333,113.0052,0.0
103.0,-293.3333333333333,111.919426,0.0
106.5,-293.3333333333333,110.85919,0.0
110.0,-293.3333333333333,109.824524,0.0
113.5,-293.3333333333333,108.81545,0.0
117.0,-293.3333333333333,107.832,0.0
120.5,-293.3333333333333,106.874146,0.0
124.0,-293.3333333333333,105.941795,0.0
127.5,-293.3333333333333,105.035095,0.0
131.0,-293.3333333333333,104.1539,0.0
134.5,-293.3333333333333,103.29828,0.0
138.0,-293.3333333333333,102.468216,0.0
141.5,-293.3333333333333,101.66372,0.0
145.0,-293.3333333333333,100.88477,0.0
148.5,-293.3333333333333,100.13135,0.0
152.0,-293.3333333333333,99.403465,0.0
155.5,-293.3333333333333,98.70115,0.0
159.0,-293.3333333333333,98.02436,0.0
162.5,-293.3333333333333,97.3731,0.0
166.0,-293.3333333333333,96.747375,0.0
169.5,-293.3333333333333,96.14717,0.0
173.0,-293.3333333333333,95.57251,0.0
176.5,-293.3333333333333,95.023346,0.0
180.0,-293.3333333333333,94.499695,0.0
183.5,-293.3333333333333,94.00156,0.0
187.0,-293.3333333333333,93.52893,0.0
190.5,-293.3333333333333,93.081825,0.0
194.0,-293.3333333333333,92.66023,0.0
197.5,-293.3333333333333,92.264145,0.0
201.0,-293.3333333333333,91.893524,0.0
204.5,-293.3333333333333,91.548454,0.0
208.0,-293.3333333333333,91.228836,0.0
211.5,-293.3333333333333,90.93472,0.0
215.0,-293.3333333333333,90.66615,0.0
218.5,-293.3333333333333,90.42302,0.0
222.0,-293.3333333333333,90.20538,0.0
225.5,-293.3333333333333,90.01325,0.0
229.0,-293.3333333333333,89.84662,0.0
232.5,-293.3333333333333,89.70543,0.0
236.0,-293.3333333333333,89.58977,0.0
239.5,-293.3333333333333,89.49956,0.0
243.0,-293.3333333333333,89.43482,0.0
246.5,-293.3333333333333,89.39557,0.0
250.0,-293.3333333333333,89.38179,0.0
253.5,-293.3333333333333,89.39349,0.0
257.0,-293.3333333333333,89.43067,0.0
260.5,-293.3333333333333,89.493286,0.0
264.0,-293.3333333333333,89.581406,0.0
267.5,-293.3333333333333,89.69498,0.0
271.0,-293.3333333333333,89.83403,0.0
274.5,-293.3333333333333,89.99852,0.0
278.0,-293.3333333333333,90.18851,0.0
281.5,-293.3333333333333,90.40393,0.0
285.0,-293.3333333333333,90.64483,0.0
288.5,-293.3333333333333,90.91116,0.0
292.0,-293.3333333333333,91.20298,0.0
295.5,-293.3333333333333,91.52026,0.0
299.0,-293.3333333333333,91.862976,0.0
302.5,-293.3333333333333,92.231155,0.0
306.0,-293.3333333333333,92.62482,0.0
309.5,-293.3333333333333,93.0439,0.0
313.0,-293.3333333333333,93.48845,0.0
316.5,-293.3333333333333,93.95838,0.0
320.0,-293.3333333333333,94.45386,0.0
323.5,-293.3333333333333,94.97471,0.0
327.0,-293.3333333333333,95.52104,0.0
330.5,-293.3333333333333,96.09282,0.0
334.0,-293.3333333333333,96.69007,0.0
337.5,-293.3333333333333,97.31275,0.0
341.0,-293.3333333333333,97.96087,0.0
344.5,-293.3333333333333,98.63443,0.0
348.0,-293.3333333333333,99.33342,0.0
351.5,-293.3333333333333,100.057846,0.0
355.0,-293.3333333333333,100.80772,0.0
358.5,-293.3333333333333,101.58304,0.0
362.0,-293.3333333333333,102.383766,0.0
365.5,-293.3333333333333,103.209946,0.0
369.0,-293.3333333333333,104.06154,0.0
372.5,-293.3333333333333,104.93858,0.0
376.0,-293.3333333333333,105.840996,0.0
379.5,-293.3333333333333,106.768845,0.0
383.0,-293.3333333333333,107.72209,0.0
386.5,-293.3333333333333,108.7007,0.0
390.0,-293.3333333333333,109.70468,0.0
393.5,-293.3333333333333,110.73419,0.0
397.0,-293.3333333333333,111.78912,0.0
400.5,-293.3333333333333,112.86957,0.0
404.0,-293.3333333333333,113.975464,0.0
407.5,-293.3333333333333,115.10675,0.0
411.0,-293.3333333333333,116.26347,0.0
414.5,-293.3333333333333,117.4456,0.0
418.0,-293.3333333333333,118.65306,0.0
421.5,-293.3333333333333,119.885956,0.0
425.0,-293.3333333333333,121.14427,0.0
428.5,-293.3333333333333,122.428055,0.0
432.0,-293.3333333333333,123.737206,0.0
435.5,-293.3333333333333,125.07176,0.0
439.0,-293.3333333333333,126.43175,0.0
442.5,-293.3333333333333,127.81709,0.0
446.0,-293.3333333333333,129.22783,0.0
449.5,-293.3333333333333,130.664,0.0
453.0,-293.3333333333333,132.12558,0.0
456.5,-293.3333333333333,133.61246,0.0
460.0,-293.3333333333333,135.12482,0.0
463.5,-293.3333333333333,136.6625,0.0
467.0,-293.3333333333333,138.22563,0.0
470.5,-293.3333333333333,139.81409,0.0
474.0,-293.3333333333333,141.4279,0.0
477.5,-293.3333333333333,143.06714,0.0
481.0,-293.3333333333333,144.73172,0.0
484.5,-293.3333333333333,146.42172,0.0
488.0,-293.3333333333333,148.13704,0.0
491.5,-293.3333333333333,149.87773,0.0
495.0,-293.3333333333333,151.6438,0.0
498.5,-293.3333333333333,153.43518,0.0
502.0,-293.3333333333333,155.25195,0.0
505.5,-293.3333333333333,157.09409,0.0
509.0,-293.3333333333333,158.96152,0.0
512.5,-293.3333333333333,160.85434,0.0
516.0,-293.3333333333333,162.77246,0.0
519.5,-293.3333333333333,164.71594,0.0
523.0,-293.3333333333333,166.68472,0.0
526.5,-293.3333333333333,168.6789,0.0
530.0,-293.3333333333333,170.69826,0.0
533.5,-293.3333333333333,172.74298,0.0
537.0,-293.3333333333333,174.81305,0.0
540.5,-293.3333333333333,176.9084,0.0
544.0,-293.3333333333333,179.02908,0.0
547.5,-293.3333333333333,181.17517,0.0
551.0,-293.3333333333333,183.34644,0.0
554.5,-293.3333333333333,185.54306,0.0
558.0,-293.3333333333333,187.76498,0.0
561.5,-293.3333333333333,190.01213,0.0
565.0,-293.3333333333333,192.28456,0.0
568.5,-293.3333333333333,194.58237,0.0
572.0,-293.3333333333333,196.90526,0.0
575.5,-293.3333333333333,199.2535,0.0
579.0,-293.3333333333333,201.62698,0.0
582.5,-293.3333333333333,204.02563,0.0
586.0,-293.3333333333333,206.44958,0.0
589.5,-293.3333333333333,208.8988,0.0
593.0,-293.3333333333333,211.37321,0.0
596.5,-293.3333333333333,213.87288,0.0
600.0,-293.3333333333333,216.39777,0.0
-100.0,-290.0,217.89615,0.0
-96.5,-290.0,215.30884,0.0
-93.0,-290.0,212.74802,0.0
-89.5,-290.0,210.2136,0.0
-86.0,-290.0,207.70566,0.0
-82.5,-290.0,205.224,0.0
-79.0,-290.0,202.7688,0.0
-75.5,-290.0,200.33997,0.0
-72.0,-290.0,197.93744,0.0
-68.5,-290.0,195.56136,0.0
-65.0,-290.0,193.2115,0.0
-61.5,-290.0,190.88799,0.0
-58.0,-290.0,188.59076,0.0
-54.5,-290.0,186.31982,0.0
-51.0,-290.0,184.07516,0.0
-47.5,-290.0,181.85681,0.0
-44.0,-290.0,179.66466,0.0
-40.5,-290.0,177.49872,0.0
-37.0,-290.0,175.35904,0.0
-33.5,-290.0,173.24548,0.0
-30.0,-290.0,171.15817,0.0
-26.5,-290.0,169.0971,0.0
-23.0,-290.0,167.06216,0.0
-19.5,-290.0,165.0534,0.0
-16.0,-290.0,163.0708,0.0
-12.5,-290.0,161.11435,0.0
-9.0,-290.0,159.18408,0.0
-5.5,-290.0,157.27989,0.0
-2.0,-290.0,155.4018,0.0
1.5,-290.0,153.54984,0.0
5.0,-290.0,151.724,0.0
8.5,-290.0,149.92422,0.0
12.0,-290.0,148.15056,0.0
15.5,-290.0,146.40292,0.0
19.0,-290.0,144.68137,0.0
22.5,-290.0,142.98581,0.0
26.0,-290.0,141.31639,0.0
29.5,-290.0,139.67296,0.0
33.0,-290.0,138.05554,0.0
36.5,-290.0,136.46416,0.0
40.0,-290.0,134.8988,0.0
43.5,-290.0,133.35942,0.0
47.0,-290.0,131.84604,0.0
50.5,-290.0,130.35869,0.0
54.0,-290.0,128.89725,0.0
57.5,-290.0,127.4618,0.0
61.0,-290.0,126.05237,0.0
64.5,-290.0,124.668884,0.0
