x_m,y_m,worst_mec_radius_m
350.0,-225.0,175.25868258448307
375.0,-225.0,170.7289264888311
400.0,-225.0,166.2335098282292
425.0,-225.0,161.7730097048063
450.0,-225.0,157.34802553109122
475.0,-225.0,152.9591806620808
500.0,-225.0,148.60712479596248
525.0,-225.0,144.2925360174006
550.0,-225.0,140.01612373259078
575.0,-225.0,135.77863165279896
600.0,-225.0,131.5808410683804
625.0,-225.0,127.42357502208151
650.0,-225.0,123.30770268658749
675.0,-225.0,119.23414470260394
700.0,-225.0,115.20387912050452
725.0,-225.0,111.21794829723922
750.0,-225.0,107.27746702680179
775.0,-225.0,103.38363199749443
800.0,-225.0,99.53773261089573
825.0,-225.0,95.7411640264652
850.0,-225.0,91.99544223978894
875.0,-225.0,88.30222186519191
900.0,-225.0,84.6633174437365
925.0,-225.0,81.08072841224342
950.0,-225.0,77.55666898103433
25.0,-200.0,255.76608508313763
50.0,-200.0,250.5031824694655
75.0,-200.0,245.2678628103525
100.0,-200.0,240.06053238278827
125.0,-200.0,234.88160729413315
150.0,-200.0,229.73151474350385
175.0,-200.0,224.61069314005167
200.0,-200.0,219.5195929903521
225.0,-200.0,214.4586771074357
250.0,-200.0,209.42842183130975
275.0,-200.0,204.4293176367446
300.0,-200.0,199.46186978517224
325.0,-200.0,194.52659947059794
350.0,-200.0,189.6240451085018
375.0,-200.0,184.75476284411775
400.0,-200.0,179.91932867293576
425.0,-200.0,175.1183392937367
450.0,-200.0,170.35241384029692
475.0,-200.0,165.62219604120148
500.0,-200.0,160.92835579697172
525.0,-200.0,156.27159181966672
550.0,-200.0,151.65263421525177
575.0,-200.0,147.0722474004059
600.0,-200.0,142.53123354009466
625.0,-200.0,138.0304364905727
650.0,-200.0,133.5707461511068
675.0,-200.0,129.1531039457108
700.0,-200.0,124.77850838672147
725.0,-200.0,120.44802243137546
750.0,-200.0,116.1627812701526
775.0,-200.0,111.92400205917689
800.0,-200.0,107.73299499684957
825.0,-200.0,103.59117642184152
850.0,-200.0,99.50008444666364
875.0,-200.0,95.46139761264769
900.0,-200.0,91.4769568845907
925.0,-200.0,87.54879237803203
950.0,-200.0,83.67915508809874
975.0,-200.0,79.87055582488537
25.0,-175.0,277.95112979055585
50.0,-175.0,272.3136733452558
75.0,-175.0,266.7025669663356
100.0,-175.0,261.11822680578985
125.0,-175.0,255.56107959617262
150.0,-175.0,250.0315634794765
175.0,-175.0,244.53012853966095
200.0,-175.0,239.05723712506503
225.0,-175.0,233.6133646100411
250.0,-175.0,228.19900031660282
275.0,-175.0,222.81464817710898
300.0,-175.0,217.46082734794112
325.0,-175.0,212.1380735725167
350.0,-175.0,206.84693982247063
375.0,-175.0,201.58799778865247
400.0,-175.0,196.36183890492822
425.0,-175.0,191.1690758897525
450.0,-175.0,186.0103441706174
475.0,-175.0,180.88630405153066
500.0,-175.0,175.79764223709108
525.0,-175.0,170.7450743651153
550.0,-175.0,165.72934760905463
575.0,-175.0,160.75124334166952
600.0,-175.0,155.81158075094172
625.0,-175.0,150.9112204429097
650.0,-175.0,146.05106885158398
675.0,-175.0,141.2320834419704
700.0,-175.0,136.45527826479676
725.0,-175.0,131.72173128058526
750.0,-175.0,127.0325918579813
775.0,-175.0,122.38909051756849
800.0,-175.0,117.79254983064695
825.0,-175.0,113.24439776466669
850.0,-175.0,108.7461832371794
875.0,-175.0,104.29959498315642
900.0,-175.0,99.9064841652732
925.0,-175.0,95.56889176718343
950.0,-175.0,91.28908189739349
975.0,-175.0,89.18493279089549
25.0,-150.0,304.61874019308317
50.0,-150.0,298.5562443481126
75.0,-150.0,292.51811030591216
100.0,-150.0,286.5047552520677
125.0,-150.0,280.51660770974627
150.0,-150.0,274.55410743375
175.0,-150.0,268.6177067377547
200.0,-150.0,262.70787123591714
225.0,-150.0,256.8250794349738
250.0,-150.0,250.96982427663562
275.0,-150.0,245.14261417112075
300.0,-150.0,239.34397268975246
325.0,-150.0,233.57444078360933
350.0,-150.0,227.8345769299788
375.0,-150.0,222.124958715565
400.0,-150.0,216.44618369163408
425.0,-150.0,210.79887126100604
450.0,-150.0,205.18366379435204
475.0,-150.0,199.60122852908586
500.0,-150.0,194.05225934464715
525.0,-150.0,188.5374793862694
550.0,-150.0,183.05764290891963
575.0,-150.0,177.61353857536122
600.0,-150.0,172.2059923675128
625.0,-150.0,166.83587147159184
650.0,-150.0,161.5040882662145
675.0,-150.0,156.2116053693042
700.0,-150.0,150.9594410959328
725.0,-150.0,145.7486763724225
750.0,-150.0,140.58046206220646
775.0,-150.0,135.4560284330293
800.0,-150.0,130.37669578020106
825.0,-150.0,125.34388729946865
850.0,-150.0,120.35914455688969
875.0,-150.0,115.42414591111762
900.0,-150.0,110.54072920955143
925.0,-150.0,105.71091895815256
950.0,-150.0,100.936960114738
975.0,-150.0,101.68546512243448
25.0,-125.0,337.2407039735697
50.0,-125.0,330.6945235696383
75.0,-125.0,324.16961752674837
100.0,-125.0,317.66638614052255
125.0,-125.0,311.18524104957623
150.0,-125.0,304.7266054216878
175.0,-125.0,298.2909159236214
200.0,-125.0,291.8786212153633
225.0,-125.0,285.4901841950706
250.0,-125.0,279.1260825779969
275.0,-125.0,272.7868085259946
300.0,-125.0,266.47287076279446
325.0,-125.0,260.1847947512876
350.0,-125.0,253.92312426140782
375.0,-125.0,247.6884217868944
400.0,-125.0,241.4812702006303
425.0,-125.0,235.30227392638653
450.0,-125.0,229.15206059793022
475.0,-125.0,223.03128261427105
500.0,-125.0,216.94061881345408
525.0,-125.0,210.8807770420777
550.0,-125.0,204.85249580923667
575.0,-125.0,198.85654756241019
600.0,-125.0,192.89374153179074
625.0,-125.0,186.96492701704602
650.0,-125.0,181.07099768589157
675.0,-125.0,175.21289572932946
700.0,-125.0,169.391617753907
725.0,-125.0,163.6082205530868
750.0,-125.0,157.86382872457824
775.0,-125.0,152.1596430472716
800.0,-125.0,146.49695089205034
825.0,-125.0,140.8771384300163
850.0,-125.0,135.30170520921507
875.0,-125.0,129.77228201743628
900.0,-125.0,124.29065250821606
925.0,-125.0,118.85877975895646
950.0,-125.0,113.47883894917469
975.0,-125.0,118.74062424187858
25.0,-100.0,378.01205759518473
50.0,-100.0,370.9160369457458
75.0,-100.0,363.83659656773654
100.0,-100.0,356.77408589644085
125.0,-100.0,349.7288638631904
150.0,-100.0,342.7013016131069
175.0,-100.0,335.6917818573584
200.0,-100.0,328.70070003507686
225.0,-100.0,321.72846439770865
250.0,-100.0,314.77549714841126
275.0,-100.0,307.8422347119601
300.0,-100.0,300.9291297525115
325.0,-100.0,294.03664993664654
350.0,-100.0,287.16528066881284
375.0,-100.0,280.3155259302376
400.0,-100.0,273.48790818213223
425.0,-100.0,266.68297121526666
450.0,-100.0,259.90128051357186
475.0,-100.0,253.14342524955362
500.0,-100.0,246.41001993342493
525.0,-100.0,239.7017063336791
550.0,-100.0,233.01915555629077
575.0,-100.0,226.3630706426976
600.0,-100.0,219.7341897625649
625.0,-100.0,213.13328839207804
650.0,-100.0,206.56118425117404
675.0,-100.0,200.0187403632605
